,uf,municipio,longitude,latitude
571,BA,São Félix,-38.97271,-12.610433
572,BA,São Félix do Coribe,-44.183708,-13.401883
573,BA,São Gabriel,-41.884267,-11.217453
574,BA,São Gonçalo dos Campos,-38.966294,-12.433096
575,BA,São José da Vitória,-39.343685,-15.078666
576,BA,São José do Jacuípe,-39.866934,-11.41368
577,BA,São Miguel das Matas,-39.457844,-13.043387
578,BA,São Sebastião do Passé,-38.490513,-12.512264
579,BA,Sítio do Mato,-43.468921,-13.080149
580,BA,Sítio do Quinto,-38.221325,-10.354453
581,BA,Tabocas do Brejo Velho,-44.007449,-12.702634
582,BA,Tanhaçu,-41.247271,-14.019662
583,BA,Tanque Novo,-42.493412,-13.548509
584,BA,Tanquinho,-39.103312,-11.967965
585,BA,Taperoá,-39.100948,-13.532133
586,BA,Tapiramutá,-40.792656,-11.84748
587,BA,Teixeira de Freitas,-39.739962,-17.539915
588,BA,Teodoro Sampaio,-38.634738,-12.294998
589,BA,Teofilândia,-38.991264,-11.482719
590,BA,Teolândia,-39.483986,-13.589639
591,BA,Terra Nova,-38.623804,-12.388754
592,BA,Tremedal,-41.414198,-14.973625
593,BA,Tucano,-38.789407,-10.958388
594,BA,Uauá,-39.479396,-9.833247
595,BA,Ubaitaba,-39.322166,-14.302971
596,BA,Ubatã,-39.520696,-14.206336
597,BA,Ubaíra,-39.665991,-13.271414
598,BA,Uibaí,-42.135381,-11.33942
599,BA,Umburanas,-41.323428,-10.733902
600,BA,Una,-39.076507,-15.279076
601,BA,Urandi,-42.649766,-14.767799
602,BA,Uruçuca,-39.285085,-14.596268
603,BA,Utinga,-41.095432,-12.078277
604,BA,Valente,-39.456953,-11.406233
605,BA,Valença,-39.072953,-13.366948
606,BA,Varzedo,-39.391874,-12.967153
607,BA,Vera Cruz,-38.615295,-12.956845
608,BA,Vereda,-40.097368,-17.218256
609,BA,Vitória da Conquista,-40.844159,-14.861466
610,BA,Várzea Nova,-40.943173,-11.255685
611,BA,Várzea da Roça,-40.132829,-11.600463
612,BA,Várzea do Poço,-40.314941,-11.527307
613,BA,Wagner,-41.171476,-12.281901
614,BA,Wanderley,-43.895787,-12.114375
615,BA,Wenceslau Guimarães,-39.476178,-13.690825
616,BA,Xique-Xique,-42.724545,-10.82296
617,BA,Água Fria,-38.763863,-11.861836
618,BA,Érico Cardoso,-42.1352,-13.421467
619,CE,Abaiara,-39.04159,-7.345879
620,CE,Acarapé,-38.705532,-4.22083
621,CE,Acaraú,-40.118306,-2.887689
622,CE,Acopiara,-39.448042,-6.089114
623,CE,Aiuaba,-40.11782,-6.571216
624,CE,Alcântaras,-40.547867,-3.585369
625,CE,Altaneira,-39.7356,-6.998371
626,CE,Alto Santo,-38.274318,-5.508941
627,CE,Amontada,-39.828816,-3.360166
628,CE,Antonina do Norte,-39.98697,-6.769193
629,CE,Apuiarés,-39.43593,-3.945057
630,CE,Aquiraz,-38.389563,-3.899293
631,CE,Aracati,-37.767894,-4.558259
632,CE,Aracoiaba,-38.812512,-4.36872
633,CE,Ararendá,-40.83099,-4.745667
634,CE,Araripe,-40.135894,-7.213195
635,CE,Aratuba,-39.047117,-4.412291
636,CE,Arneiroz,-40.165285,-6.316499
637,CE,Assaré,-39.868872,-6.866897
638,CE,Aurora,-38.974221,-6.933487
639,CE,Baixio,-38.713376,-6.719447
640,CE,Banabuiú,-38.913175,-5.304544
641,CE,Barbalha,-39.30208,-7.298203
642,CE,Barreira,-38.64291,-4.289206
643,CE,Barro,-38.774133,-7.171879
644,CE,Barroquinha,-41.13585,-3.020514
645,CE,Baturité,-38.881206,-4.325983
646,CE,Beberibe,-38.127075,-4.177415
647,CE,Bela Cruz,-40.167127,-3.049964
648,CE,Boa Viagem,-39.733652,-5.112583
649,CE,Brejo Santo,-38.979911,-7.484686
650,CE,Camocim,-40.854362,-2.900499
651,CE,Campos Sales,-40.368678,-7.067611
652,CE,Canindé,-39.315505,-4.351618
653,CE,Capistrano,-38.904842,-4.455688
654,CE,Caridade,-39.191166,-4.225141
655,CE,Caririaçu,-39.28276,-7.028076
656,CE,Cariré,-40.476028,-3.948584
657,CE,Cariús,-39.491619,-6.524282
658,CE,Carnaubal,-40.941304,-4.159846
659,CE,Cascavel,-38.241178,-4.129666
660,CE,Catarina,-39.873644,-6.122911
661,CE,Catunda,-40.199988,-4.64336
662,CE,Caucaia,-38.661931,-3.727966
663,CE,Cedro,-39.060869,-6.600342
664,CE,Chaval,-41.24346,-3.035708
665,CE,Chorozinho,-38.498572,-4.28873
666,CE,Choró,-39.134397,-4.839062
667,CE,Coreaú,-40.658656,-3.541496
668,CE,Crateús,-40.653635,-5.167683
669,CE,Crato,-39.410299,-7.215303
670,CE,Croatá,-40.902228,-4.404805
671,CE,Cruz,-40.175981,-2.918128
672,CE,Deputado Irapuan Pinheiro,-39.25701,-5.914848
673,CE,Ererê,-38.346113,-6.027508
674,CE,Eusébio,-38.455875,-3.892501
675,CE,Farias Brito,-39.565114,-6.92146
676,CE,Forquilha,-40.263405,-3.799447
677,CE,Fortaleza,-38.542298,-3.716638
678,CE,Fortim,-37.798056,-4.451256
679,CE,Frecheirinha,-40.818019,-3.755572
680,CE,General Sampaio,-39.453958,-4.043507
681,CE,Granja,-40.837205,-3.127879
682,CE,Granjeiro,-39.21439,-6.88134
683,CE,Graça,-40.749026,-4.044215
684,CE,Groaíras,-40.385225,-3.917868
685,CE,Guaiúba,-38.640372,-4.040571
686,CE,Guaraciaba do Norte,-40.747588,-4.158136
687,CE,Guaramiranga,-38.932044,-4.262477
688,CE,Hidrolândia,-40.405595,-4.409579
689,CE,Horizonte,-38.470674,-4.120896
690,CE,Ibaretama,-38.750085,-4.803764
691,CE,Ibiapina,-40.891147,-3.924025
692,CE,Ibicuitinga,-38.636249,-4.969993
693,CE,Icapuí,-37.353062,-4.712063
694,CE,Icó,-38.855352,-6.396271
695,CE,Iguatu,-39.28915,-6.362806
696,CE,Independência,-40.308526,-5.387889
697,CE,Ipaporanga,-40.753705,-4.897636
698,CE,Ipaumirim,-38.717856,-6.782648
699,CE,Ipu,-40.705877,-4.317484
700,CE,Ipueiras,-40.711764,-4.538021
701,CE,Iracema,-38.291943,-5.8124
702,CE,Irauçuba,-39.784332,-3.747367
703,CE,Itaitinga,-38.529763,-3.965768
704,CE,Itaiçaba,-37.832957,-4.671461
705,CE,Itapajé,-39.585531,-3.683137
706,CE,Itapipoca,-39.583571,-3.499329
707,CE,Itapiúna,-38.928113,-4.555165
708,CE,Itarema,-39.916654,-2.924797
709,CE,Itatira,-39.620155,-4.526076
710,CE,Jaguaretama,-38.763861,-5.605096
711,CE,Jaguaribara,-38.535878,-5.677651
712,CE,Jaguaribe,-38.622653,-5.902134
713,CE,Jaguaruana,-37.780997,-4.831508
714,CE,Jardim,-39.28262,-7.575989
715,CE,Jati,-39.002871,-7.6797
716,CE,Jijoca de Jericoacoara,-40.512742,-2.793312
717,CE,Juazeiro do Norte,-39.307593,-7.196207
718,CE,Jucás,-39.518679,-6.515229
719,CE,Lavras da Mangabeira,-38.970619,-6.744801
720,CE,Limoeiro do Norte,-38.084693,-5.143921
721,CE,Madalena,-39.572542,-4.846012
722,CE,Maracanaú,-38.625901,-3.86699
723,CE,Maranguape,-38.682911,-3.891432
724,CE,Marco,-40.15824,-3.128501
725,CE,Martinópole,-40.689581,-3.225198
726,CE,Massapê,-40.342271,-3.523645
727,CE,Mauriti,-38.770786,-7.385974
728,CE,Meruoca,-40.453106,-3.539741
729,CE,Milagres,-38.937829,-7.297492
730,CE,Milhã,-39.187483,-5.672525
731,CE,Miraíma,-39.966267,-3.568674
732,CE,Missão Velha,-39.143046,-7.235219
733,CE,Mombaça,-39.630009,-5.738442
734,CE,Monsenhor Tabosa,-40.064637,-4.791022
735,CE,Morada Nova,-38.370158,-5.09736
736,CE,Moraújo,-40.677577,-3.463112
737,CE,Morrinhos,-40.123275,-3.234258
738,CE,Mucambo,-40.745222,-3.902714
739,CE,Mulungu,-38.995133,-4.302938
740,CE,Nova Olinda,-39.67128,-7.084145
741,CE,Nova Russas,-40.562118,-4.705807
742,CE,Novo Oriente,-40.771296,-5.525519
743,CE,Ocara,-38.593256,-4.48523
744,CE,Orós,-38.905264,-6.251816
745,CE,Pacajus,-38.464988,-4.171073
746,CE,Pacatuba,-38.618296,-3.978396
747,CE,Pacoti,-38.922011,-4.224918
748,CE,Pacujá,-40.698885,-3.983272
749,CE,Palhano,-37.965549,-4.736722
750,CE,Palmácia,-38.844601,-4.138308
751,CE,Paracuru,-39.030028,-3.41436
752,CE,Paraipaba,-39.147868,-3.437987
753,CE,Parambu,-40.690524,-6.207681
754,CE,Paramoti,-39.241691,-4.088146
755,CE,Pedra Branca,-39.707771,-5.453411
756,CE,Penaforte,-39.070724,-7.82163
757,CE,Pentecoste,-39.269159,-3.792736
758,CE,Pereiro,-38.462397,-6.035761
759,CE,Pindoretama,-38.306118,-4.015839
760,CE,Piquet Carneiro,-39.417017,-5.800251
761,CE,Pires Ferreira,-40.64418,-4.239218
762,CE,Poranga,-40.920533,-4.746717
763,CE,Porteiras,-39.114028,-7.522647
764,CE,Potengi,-40.023292,-7.09154
765,CE,Potiretama,-38.157804,-5.71287
766,CE,Quiterianópolis,-40.700217,-5.842496
767,CE,Quixadá,-39.015474,-4.966301
768,CE,Quixelô,-39.201067,-6.246369
769,CE,Quixeramobim,-39.288947,-5.190672
770,CE,Quixeré,-37.9802,-5.071482
771,CE,Redenção,-38.727719,-4.215873
772,CE,Reriutaba,-40.575915,-4.141911
773,CE,Russas,-37.972086,-4.926727
774,CE,Saboeiro,-39.90173,-6.534595
775,CE,Salitre,-40.450013,-7.28398
776,CE,Santa Quitéria,-40.152305,-4.326081
777,CE,Santana do Acaraú,-40.211827,-3.461435
778,CE,Santana do Cariri,-39.730161,-7.176125
779,CE,Senador Pompeu,-39.370369,-5.582444
780,CE,Senador Sá,-40.4662,-3.35305
781,CE,Sobral,-40.34821,-3.689133
782,CE,Solonópole,-39.01072,-5.718936
783,CE,São Benedito,-40.859572,-4.047131
784,CE,São Gonçalo do Amarante,-38.972646,-3.605149
785,CE,São João do Jaguaribe,-38.269366,-5.275164
786,CE,São Luís do Curu,-39.239123,-3.66976
787,CE,Tabuleiro do Norte,-38.128175,-5.243527
788,CE,Tamboril,-40.319593,-4.831364
789,CE,Tarrafas,-39.753048,-6.678376
790,CE,Tauá,-40.296802,-5.985853
791,CE,Tejuçuoca,-39.579866,-3.988307
792,CE,Tianguá,-40.992286,-3.729645
793,CE,Trairi,-39.268126,-3.269323
794,CE,Tururu,-39.429656,-3.584132
795,CE,Ubajara,-40.920437,-3.854479
796,CE,Umari,-38.700798,-6.638926
797,CE,Umirim,-39.346513,-3.676541
798,CE,Uruburetama,-39.510677,-3.623165
799,CE,Uruoca,-40.56276,-3.308194
800,CE,Varjota,-40.474083,-4.193871
801,CE,Viçosa do Ceará,-41.091554,-3.566703
802,CE,Várzea Alegre,-39.294155,-6.782642
803,DF,Brasília,-47.929657,-15.779522
804,DF,Brazlândia,-48.1200592,-15.6103503
805,DF,Candangolândia,-47.9490349,-15.8495671
806,DF,Ceilândia,-48.10389,-15.81278
807,DF,Cruzeiro,-47.9267674,-15.7950174
808,DF,Gama,-48.0682555,-16.0160682
809,DF,Guará,-47.9713115,-15.8102388
810,DF,Lago Norte,-47.8328517,-15.7212576
811,DF,Lago Sul,-47.8624914,-15.9064363
812,DF,Núcleo Bandeirante,-47.9709785,-15.8711088
813,DF,Paranoá,-47.7799002,-15.7757162
814,DF,Planaltina,-47.6521514,-15.6216249
815,DF,Recanto das Emas,-48.0999169,-15.9150877
816,DF,Riacho Fundo,-48.013415,-15.8836105
817,DF,Samambaia,-48.0902431,-15.8705748
818,DF,Santa Maria,-47.9872688,-16.0036155
819,DF,Sobradinho,-47.7925346,-15.6580179
820,DF,São Sebastião,-47.7760971,-15.9028899
821,DF,Taguatinga,-48.0323,-15.5
822,ES,Afonso Cláudio,-41.12606,-20.077841
823,ES,Alegre,-41.538237,-20.758041
824,ES,Alfredo Chaves,-40.754289,-20.639627
825,ES,Alto Rio Novo,-41.020909,-19.061797
826,ES,Anchieta,-40.642545,-20.795499
827,ES,Apiacá,-41.569297,-21.152272
828,ES,Aracruz,-40.276441,-19.820045
829,ES,Atilio Vivacqua,-41.198576,-20.912974
830,ES,Baixo Guandu,-41.010913,-19.521283
831,ES,Barra de São Francisco,-40.896456,-18.75484
832,ES,Boa Esperança,-40.302521,-18.539495
833,ES,Bom Jesus do Norte,-41.673129,-21.11729
834,ES,Brejetuba,-41.29541,-20.139489
835,ES,Cachoeiro de Itapemirim,-41.119829,-20.846212
836,ES,Cariacica,-40.416549,-20.263202
837,ES,Castelo,-41.203133,-20.603255
838,ES,Colatina,-40.626898,-19.549316
839,ES,Conceição da Barra,-39.736199,-18.588306
840,ES,Conceição do Castelo,-41.24173,-20.363897
841,ES,Divino de São Lourenço,-41.693725,-20.622932
842,ES,Domingos Martins,-40.659425,-20.360306
843,ES,Dores do Rio Preto,-41.840538,-20.693119
844,ES,Ecoporanga,-40.835976,-18.370231
845,ES,Fundão,-40.407759,-19.937035
846,ES,Governador Lindenberg,-40.460954,-19.25182
847,ES,Guarapari,-40.509253,-20.677248
848,ES,Guaçuí,-41.6734,-20.766792
849,ES,Ibatiba,-41.508674,-20.234676
850,ES,Ibiraçu,-40.373182,-19.836601
851,ES,Ibitirama,-41.666718,-20.546619
852,ES,Iconha,-40.8132,-20.791287
853,ES,Irupi,-41.644359,-20.350122
854,ES,Itaguaçu,-40.860135,-19.801786
855,ES,Itapemirim,-40.830669,-21.009512
856,ES,Itarana,-40.875264,-19.875009
857,ES,Iúna,-41.53344,-20.353135
858,ES,Jaguaré,-40.0759,-18.907006
859,ES,Jerônimo Monteiro,-41.394848,-20.799359
860,ES,João Neiva,-40.385951,-19.757707
861,ES,Laranja da Terra,-41.062141,-19.899399
862,ES,Linhares,-40.064277,-19.394642
863,ES,Mantenópolis,-41.124005,-18.859428
864,ES,Marataízes,-40.838436,-21.039813
865,ES,Marechal Floriano,-40.669998,-20.415889
866,ES,Marilândia,-40.545648,-19.411358
867,ES,Mimoso do Sul,-41.361529,-21.062777
868,ES,Montanha,-40.366781,-18.130287
869,ES,Mucurici,-40.519975,-18.096516
870,ES,Muniz Freire,-41.41563,-20.465187
871,ES,Muqui,-41.345994,-20.950859
872,ES,Nova Venécia,-40.405273,-18.715017
873,ES,Pancas,-40.853444,-19.22294
874,ES,Pedro Canário,-39.957365,-18.300418
875,ES,Pinheiros,-40.217142,-18.414068
876,ES,Piúma,-40.726813,-20.833433
877,ES,Ponto Belo,-40.545801,-18.125318
878,ES,Presidente Kennedy,-41.0468,-21.096358
879,ES,Rio Bananal,-40.336605,-19.271889
880,ES,Rio Novo do Sul,-40.938761,-20.855619
881,ES,Santa Leopoldina,-40.526998,-20.099914
882,ES,Santa Maria de Jetibá,-40.743931,-20.025296
883,ES,Santa Teresa,-40.597945,-19.936339
884,ES,Serra,-40.307408,-20.121032
885,ES,Sooretama,-40.097351,-19.189695
886,ES,São Domingos do Norte,-40.62812,-19.145213
887,ES,São Gabriel da Palha,-40.536487,-19.01819
888,ES,São José do Calçado,-41.663627,-21.027442
889,ES,São Mateus,-39.857935,-18.721407
890,ES,São Roque do Canaã,-40.65258,-19.741145
891,ES,Vargem Alta,-41.017922,-20.669019
892,ES,Venda Nova do Imigrante,-41.135545,-20.327017
893,ES,Viana,-40.493292,-20.382503
894,ES,Vila Pavão,-40.608992,-18.609087
895,ES,Vila Valério,-40.384913,-18.995766
896,ES,Vila Velha,-40.287458,-20.341705
897,ES,Vitória,-40.312806,-20.315472
898,ES,Água Doce do Norte,-40.985411,-18.54822
899,ES,Águia Branca,-40.74369,-18.984588
900,GO,Abadia de Goiás,-49.441156,-16.757326
901,GO,Abadiânia,-48.705672,-16.196973
902,GO,Acreúna,-50.374903,-17.39599
903,GO,Adelândia,-50.165699,-16.4127
904,GO,Alexânia,-48.507609,-16.083405
905,GO,Aloândia,-49.476895,-17.729197
906,GO,Alto Horizonte,-49.337836,-14.197811
907,GO,Alto Paraíso de Goiás,-47.510016,-14.130478
908,GO,Alvorada do Norte,-46.491036,-14.479688
909,GO,Amaralina,-49.296241,-13.92362
910,GO,Americano do Brasil,-49.983129,-16.251449
911,GO,Amorinópolis,-51.09193,-16.615094
912,GO,Anhanguera,-48.220363,-18.333875
913,GO,Anicuns,-49.961695,-16.464164
914,GO,Anápolis,-48.952958,-16.328095
915,GO,Aparecida de Goiânia,-49.246856,-16.819804
916,GO,Aparecida do Rio Doce,-51.151606,-18.294071
917,GO,Aporé,-51.923184,-18.960729
918,GO,Aragarças,-52.237231,-15.89546
919,GO,Aragoiânia,-49.447649,-16.908699
920,GO,Araguapaz,-50.631511,-15.090853
921,GO,Araçu,-49.680424,-16.356306
922,GO,Arenópolis,-51.55628,-16.383726
923,GO,Aruanã,-51.075008,-14.916604
924,GO,Aurilândia,-50.464123,-16.67726
925,GO,Avelinópolis,-49.757866,-16.467241
926,GO,Baliza,-52.539253,-16.196606
927,GO,Barro Alto,-48.908586,-14.965817
928,GO,Bela Vista de Goiás,-48.951307,-16.969295
929,GO,Bom Jardim de Goiás,-52.172793,-16.206266
930,GO,Bom Jesus de Goiás,-49.73999,-18.217254
931,GO,Bonfinópolis,-48.96157,-16.617271
932,GO,Bonópolis,-49.810639,-13.632893
933,GO,Brazabrantes,-49.386252,-16.428131
934,GO,Britânia,-51.160206,-15.24276
935,GO,Buriti Alegre,-49.040441,-18.137788
936,GO,Buriti de Goiás,-50.430223,-16.179199
937,GO,Buritinópolis,-46.407588,-14.477184
938,GO,Cabeceiras,-46.926499,-15.799546
939,GO,Cachoeira Alta,-50.943243,-18.761827
940,GO,Cachoeira Dourada,-49.476603,-18.485893
941,GO,Cachoeira de Goiás,-50.646041,-16.663516
942,GO,Caiapônia,-51.809076,-16.953878
943,GO,Caldas Novas,-48.624579,-17.74406
944,GO,Caldazinha,-49.00126,-16.711665
945,GO,Campestre de Goiás,-49.69497,-16.762418
946,GO,Campinaçu,-48.570384,-13.786997
947,GO,Campinorte,-49.151093,-14.31367
948,GO,Campo Alegre de Goiás,-47.776815,-17.636346
949,GO,Campo Limpo de Goiás,-49.079073,-16.302822
950,GO,Campos Belos,-46.768112,-13.034984
951,GO,Campos Verdes,-49.652795,-14.244197
952,GO,Carmo do Rio Verde,-49.707975,-15.354914
953,GO,Castelândia,-50.203036,-18.092103
954,GO,Catalão,-47.944043,-18.165633
955,GO,Caturaí,-49.493573,-16.444725
956,GO,Cavalcante,-47.45659,-13.797564
957,GO,Caçu,-51.132798,-18.559382
958,GO,Ceres,-49.600006,-15.306109
959,GO,Cezarina,-49.775814,-16.971829
960,GO,Chapadão do Céu,-52.548986,-18.407326
961,GO,Cidade Ocidental,-47.925211,-16.076469
962,GO,Cocalzinho de Goiás,-48.774742,-15.791438
963,GO,Colinas do Sul,-48.075988,-14.152816
964,GO,Corumbaíba,-48.562607,-18.141487
965,GO,Corumbá de Goiás,-48.811706,-15.924473
966,GO,Cristalina,-47.613128,-16.767608
967,GO,Cristianópolis,-48.703447,-17.198663
968,GO,Crixás,-49.973977,-14.541194
969,GO,Cromínia,-49.379778,-17.288322
970,GO,Cumari,-48.151134,-18.264437
971,GO,Córrego do Ouro,-50.550301,-16.291774
972,GO,Damianópolis,-46.178024,-14.560381
973,GO,Damolândia,-49.363098,-16.254372
974,GO,Davinópolis,-47.556795,-18.150084
975,GO,Diorama,-51.254332,-16.232936
976,GO,Divinópolis de Goiás,-46.399879,-13.285314
977,GO,Doverlândia,-52.31886,-16.718819
978,GO,Edealina,-49.664401,-17.423942
979,GO,Edéia,-49.929544,-17.340601
980,GO,Estrela do Norte,-49.071592,-13.866451
981,GO,Faina,-50.362205,-15.447297
982,GO,Fazenda Nova,-50.778111,-16.18337
983,GO,Firminópolis,-50.304007,-16.57778
984,GO,Flores de Goiás,-47.041694,-14.445115
985,GO,Formosa,-47.336999,-15.539991
986,GO,Formoso,-48.877548,-13.649906
987,GO,Gameleira de Goiás,-48.644369,-16.483064
988,GO,Goiandira,-48.087453,-18.135158
989,GO,Goianira,-49.426998,-16.494746
990,GO,Goianápolis,-49.023435,-16.509768
991,GO,Goianésia,-49.1162,-15.311827
992,GO,Goiatuba,-49.365807,-18.010531
993,GO,Goiás,-50.139963,-15.933305
994,GO,Goiânia,-49.264346,-16.686439
995,GO,Gouvelândia,-50.080499,-18.623801
996,GO,Guapó,-49.534531,-16.829656
997,GO,Guarani de Goiás,-46.486784,-13.942141
998,GO,Guaraíta,-50.026528,-15.612137
999,GO,Guarinos,-49.700609,-14.729215
1000,GO,Heitoraí,-49.826826,-15.718986
1001,GO,Hidrolina,-49.463404,-14.726103
1002,GO,Hidrolândia,-49.226535,-16.962587
1003,GO,Iaciara,-46.633452,-14.101101
1004,GO,Inaciolândia,-49.988758,-18.486896
1005,GO,Indiara,-49.986162,-17.138739
1006,GO,Inhumas,-49.500111,-16.361057
1007,GO,Ipameri,-48.158118,-17.721544
1008,GO,Ipiranga de Goiás,-49.671844,-15.170417
1009,GO,Iporá,-51.118049,-16.439764
1010,GO,Israelândia,-50.908722,-16.314389
1011,GO,Itaberaí,-49.806034,-16.020551
1012,GO,Itaguari,-49.607084,-15.918044
1013,GO,Itaguaru,-49.635375,-15.75647
1014,GO,Itajá,-51.549514,-19.067338
1015,GO,Itapaci,-49.551122,-14.952235
1016,GO,Itapirapuã,-50.609434,-15.8205
1017,GO,Itapuranga,-49.948957,-15.560589
1018,GO,Itarumã,-51.348516,-18.764553
1019,GO,Itauçu,-49.610929,-16.202899
1020,GO,Itumbiara,-49.215845,-18.409267
1021,GO,Ivolândia,-50.792076,-16.599526
1022,GO,Jandaia,-50.145322,-17.048144
1023,GO,Jaraguá,-49.334428,-15.752948
1024,GO,Jataí,-51.720424,-17.878383
1025,GO,Jaupaci,-50.950766,-16.177289
1026,GO,Jesúpolis,-49.373942,-15.948362
1027,GO,Joviânia,-49.619687,-17.801983
1028,GO,Jussara,-50.866818,-15.865877
1029,GO,Lagoa Santa,-51.399333,-19.185113
1030,GO,Leopoldo de Bulhões,-48.742755,-16.619048
1031,GO,Luziânia,-47.95,-16.253
1032,GO,Mairipotaba,-49.489819,-17.297538
1033,GO,Mambaí,-46.116491,-14.482291
1034,GO,Mara Rosa,-49.177652,-14.014816
1035,GO,Marzagão,-48.641519,-17.982978
1036,GO,Matrinchã,-50.745644,-15.434171
1037,GO,Maurilândia,-50.338836,-17.971859
1038,GO,Mimoso de Goiás,-48.161149,-15.051489
1039,GO,Minaçu,-48.22058,-13.530413
1040,GO,Mineiros,-52.553672,-17.565388
1041,GO,Moiporá,-50.73904,-16.543374
1042,GO,Monte Alegre de Goiás,-46.892813,-13.255206
1043,GO,Montes Claros de Goiás,-51.397878,-16.005946
1044,GO,Montividiu,-51.172815,-17.443934
1045,GO,Montividiu do Norte,-48.685316,-13.348471
1046,GO,Morrinhos,-49.105908,-17.733369
1047,GO,Morro Agudo de Goiás,-50.055281,-15.31843
1048,GO,Mossâmedes,-50.213615,-16.123982
1049,GO,Mozarlândia,-50.571321,-14.745705
1050,GO,Mundo Novo,-50.281378,-13.772943
1051,GO,Mutunópolis,-49.274549,-13.730338
1052,GO,Nazário,-49.881671,-16.580769
1053,GO,Nerópolis,-49.222708,-16.404708
1054,GO,Niquelândia,-48.459887,-14.466192
1055,GO,Nova América,-49.895297,-15.020589
1056,GO,Nova Aurora,-48.255172,-18.059652
1057,GO,Nova Crixás,-50.32996,-14.095676
1058,GO,Nova Glória,-49.573713,-15.144957
1059,GO,Nova Iguaçu de Goiás,-49.387191,-14.286829
1060,GO,Nova Roma,-46.873369,-13.738781
1061,GO,Nova Veneza,-49.316789,-16.369518
1062,GO,Novo Brasil,-50.711279,-16.031326
1063,GO,Novo Gama,-48.041662,-16.059185
1064,GO,Novo Planalto,-49.506025,-13.242382
1065,GO,Orizona,-48.29641,-17.033356
1066,GO,Ouro Verde de Goiás,-49.194154,-16.218107
1067,GO,Ouvidor,-47.83548,-18.227669
1068,GO,Padre Bernardo,-48.283303,-15.160492
1069,GO,Palestina de Goiás,-51.530885,-16.739221
1070,GO,Palmeiras de Goiás,-49.924029,-16.804446
1071,GO,Palmelo,-48.42603,-17.325819
1072,GO,Palminópolis,-50.16524,-16.79243
1073,GO,Panamá,-49.354994,-18.178264
1074,GO,Paranaiguara,-50.653928,-18.914055
1075,GO,Paraúna,-50.448357,-16.946259
1076,GO,Perolândia,-52.064987,-17.525835
1077,GO,Petrolina de Goiás,-49.336371,-16.096849
1078,GO,Pilar de Goiás,-49.578356,-14.760837
1079,GO,Piracanjuba,-49.01701,-17.302038
1080,GO,Piranhas,-51.823472,-16.425807
1081,GO,Pirenópolis,-48.95843,-15.8507
1082,GO,Pires do Rio,-48.276756,-17.301901
1083,GO,Planaltina,-47.608885,-15.452033
1084,GO,Pontalina,-49.44894,-17.522513
1085,GO,Porangatu,-49.150282,-13.439102
1086,GO,Porteirão,-50.165322,-17.81428
1087,GO,Portelândia,-52.679939,-17.355381
1088,GO,Posse,-46.370407,-14.085943
1089,GO,Professor Jamil,-49.244004,-17.249665
1090,GO,Quirinópolis,-50.454698,-18.447186
1091,GO,Rialma,-49.581399,-15.314482
1092,GO,Rianápolis,-49.511399,-15.445649
1093,GO,Rio Quente,-48.772462,-17.773988
1094,GO,Rio Verde,-50.919195,-17.792266
1095,GO,Rubiataba,-49.804792,-15.161744
1096,GO,Sanclerlândia,-50.312374,-16.197039
1097,GO,Santa Bárbara de Goiás,-49.695385,-16.571363
1098,GO,Santa Cruz de Goiás,-48.48095,-17.315512
1099,GO,Santa Fé de Goiás,-51.103706,-15.766426
1100,GO,Santa Helena de Goiás,-50.597664,-17.81152
1101,GO,Santa Isabel,-49.425931,-15.295849
1102,GO,Santa Rita do Araguaia,-53.201236,-17.32691
1103,GO,Santa Rita do Novo Destino,-49.120254,-15.135072
1104,GO,Santa Rosa de Goiás,-49.495326,-16.083983
1105,GO,Santa Tereza de Goiás,-49.014405,-13.713812
1106,GO,Santa Terezinha de Goiás,-49.709099,-14.432649
1107,GO,Santo Antônio da Barra,-50.634543,-17.558499
1108,GO,Santo Antônio de Goiás,-49.309607,-16.481534
1109,GO,Santo Antônio do Descoberto,-48.257761,-15.941247
